canonical_universe_id,source_row_ids,player_id,player_name,normalized_name,position,nfl_team,age,age_source,player_type,availability_status,rank_source,dynasty_rank,rookie_rank,frozen_baseline_rank,candidate_rank,unified_display_rank,unified_display_rank_source,tier,tier_source,outcome_context,outcome_status,market_match_status,dp_1qb_value,dp_market_rank,nwr_vs_market_gap,data_quality_status,manual_review_flag,review_status,consolidation_status,consolidation_confidence,conflict_flags,caveats,source_layers,source_files,app_wiring_allowed,model_input_allowed
consolidated-9997,veteran-9997; frozen-9997,9997,Zay Flowers,zay flowers,WR,BAL,25.8,DynastyProcess display fallback,VETERAN,dropped_legal_draftable,FULL_DYNASTY_RANK,12,,31,12,12,FULL_DYNASTY_RANK,Tier 3 - Value/Need Dependent,Frozen Baseline,WR T12=29%; WR T24=49%; WR T36=66%,SUPPORTED,MATCHED,4006,41,-39,MANUAL_REVIEW,true,REVIEW_NEEDED,CONSOLIDATED,HIGH,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate; veteran_trust_status=Capped Score; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Zay Flowers. | Capped Score | sleeper_match; dynastyprocess_crosswalk_candidate | Frozen baseline/checkpoint row only.",Veteran Full Dynasty Layer; Frozen Baseline Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-5859,veteran-5859,5859,A.J. Brown,aj brown,WR,PHI,29.0,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,13,,,,13,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,5349,28.7,-15.7,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13380,rookie-13380,13380,Brenen Thompson,brenen thompson,WR,LAC,22.9,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,13,,,13,ROOKIE_RANK,Tier 2 - Strong Considers,Rookie HQ,Not enough information,MISSING,MATCHED,49,228.7,-211.7,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=manual_review; manual_question=Does Brenen Thompson have a credible target-earning path on his NFL depth chart, including route/separation evidence? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8144,veteran-8144; frozen-8144,8144,Chris Olave,chris olave,WR,NO,26.0,DynastyProcess display fallback,VETERAN,dropped_legal_draftable,FULL_DYNASTY_RANK,14,,34,14,14,FULL_DYNASTY_RANK,Tier 3 - Value/Need Dependent,Frozen Baseline,WR T12=35%; WR T24=54%; WR T36=71%,SUPPORTED,MATCHED,6073,23.3,-20.3,MANUAL_REVIEW,true,REVIEW_NEEDED,CONSOLIDATED,HIGH,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate; veteran_trust_status=Capped Score; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Chris Olave. | Capped Score | sleeper_match; dynastyprocess_crosswalk_candidate | Frozen baseline/checkpoint row only.",Veteran Full Dynasty Layer; Frozen Baseline Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13268,rookie-13268,13268,Elijah Sarratt,elijah sarratt,WR,BAL,23.1,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,14,,,14,ROOKIE_RANK,Tier 2 - Strong Considers,Rookie HQ,Not enough information,MISSING,MATCHED,194,169.8,-151.8,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=manual_review; manual_question=Does Elijah Sarratt have a credible target-earning path on his NFL depth chart, including route/separation evidence? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13337,rookie-13337,13337,Emmett Johnson,emmett johnson,RB,KC,22.7,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,15,,,15,ROOKIE_RANK,Tier 2 - Strong Considers,Rookie HQ,Not enough information,MISSING,MATCHED,141,183.4,-164.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=manual_review; manual_question=Does Emmett Johnson have a credible early-down, goal-line, or first-down role path? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8150,veteran-8150,8150,Kyren Williams,kyren williams,RB,LAR,25.8,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,15,,,,15,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,2863,55.3,-40.3,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13405,rookie-13405,13405,Kaytron Allen,kaytron allen,RB,WAS,23.5,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,16,,,16,ROOKIE_RANK,Tier 2 - Strong Considers,Rookie HQ,Not enough information,MISSING,MATCHED,108,194.6,-173.6,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=manual_review; manual_question=Does Kaytron Allen have a credible early-down, goal-line, or first-down role path? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-7569,veteran-7569,7569,Nico Collins,nico collins,WR,HOU,27.3,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,16,,,,16,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,6116,23,-7,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13302,rookie-13302,13302,Adam Randall,adam randall,RB,BAL,21.9,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,17,,,17,ROOKIE_RANK,Tier 2 - Strong Considers,Rookie HQ,Not enough information,MISSING,MATCHED,27,254.2,-232.2,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=manual_review; manual_question=Does Adam Randall have a credible early-down, goal-line, or first-down role path? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-7553,veteran-7553,7553,Kyle Pitts,kyle pitts,TE,ATL,25.7,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,17,,,,17,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,2564,60,-43,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|te_upper_band_guard_v2_elite_exception|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | te upper band guard v2 elite exception | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-4034,veteran-4034,4034,Christian McCaffrey,christian mccaffrey,RB,SF,30.0,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,18,,,,18,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,4745,33.8,-15.8,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|rb_dynasty_age_curve_after_27_active|rb_dynasty_age_curve_30_plus_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | rb dynasty age curve after 27 active | rb dynasty age curve 30 plus active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-13394,rookie-13394,13394,Josh Cameron,josh cameron,WR,JAX,23.3,rookie verified age audit,ROOKIE,rookie_pool,ROOKIE_RANK,,18,,,18,ROOKIE_RANK,Tier 2 - Strong Considers,Rookie HQ,Not enough information,MISSING,MATCHED,5,325,-302,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"rookie_warning=manual_review; manual_question=Does Josh Cameron have a credible target-earning path on his NFL depth chart, including route/separation evidence? | manual review before draft use | sleeper_match; dynastyprocess_crosswalk_candidate | Rookie/prospect has no fabricated veteran Dynasty Rank.",Rookie/Prospect Layer,docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_overlay_context.csv; docs/draft_day_exports/final_board_v1_20260622/app_props/rookie_hq/rookie_warning_cards.csv; docs/draft_day_exports/final_board_v1_20260622/FINAL_DRAFT_BOARD_V1_FROZEN.csv; docs/hq/parallel_lanes/age_source_audit_20260622/rookie_verified_age_display_20260622.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8112,veteran-8112,8112,Drake London,drake london,WR,ATL,24.9,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,19,,,,19,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,7277,15.6,3.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
